neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
2,6,0,120,3,2,1,89
6,13,1,45,4,20,2,287
10,117,1,22,4,8,1,8
0,89,0,98,60,5,2,153
4,73,0,52,3,2,2,0
1,32,0,90,2,10,1,10
5,101,1,27,1,22,1,5
11,40,0,35,1,1,1,17
1,32,0,89,1,85,1,146
1,32,1,49,1,15,1,24
1,52,0,60,2,2,1,0
2,7,1,39,2,7,2,18
0,27,0,75,3,5,1,255
1,134,0,49,61,1,1,340
1,115,0,72,2,1,1,0
6,98,0,180,2,23,2,265
1,32,1,75,1,34,30,344
7,128,1,40,1,27,3,88
10,110,1,21,7,14,2,256
4,119,0,80,2,32,1,5
1,53,1,73,2,6,1,7
6,98,0,50,5,6,1,5
1,134,1,45,2,5,1,0
1,134,0,40,6,3,1,0
6,49,0,75,1,60,1,311
10,117,2,30,2,14,1,15
0,79,0,89,3,33,1,0
1,115,0,40,7,1,1,0
1,32,0,32,2,3,1,0
6,95,1,25,1,23,1,87
8,131,0,35,30,1,17,284
1,32,1,20,5,3,1,0
1,30,0,38,3,1,1,0
10,111,0,30,2,15,1,61
1,134,1,20,7,2,1,0
10,111,1,27,1,68,3,87
6,98,1,29,2,27,1,23
4,18,0,100,2,25,3,20
6,14,0,110,2,21,3,138
6,96,0,120,2,9,3,46
4,2,2,29,1,12,43,71
11,84,0,40,7,1,1,0
0,51,1,18,30,2,1,36
1,32,1,25,8,1,1,0
1,32,1,49,3,5,1,53
1,32,0,40,14,1,1,279
4,119,1,69,2,19,1,0
7,128,1,40,1,18,3,87
7,128,1,39,1,38,3,87
6,95,0,69,1,46,2,313
11,11,1,26,8,1,2,64
1,32,1,25,1,37,1,317
4,119,0,86,2,4,4,15
4,119,0,150,2,6,4,13
0,27,0,65,1,17,1,243
1,52,0,34,1,16,1,0
10,63,1,30,2,3,2,10
5,102,1,17,29,4,1,0
1,32,1,29,1,59,1,251
4,2,0,80,2,1,8,37
7,86,1,35,5,11,3,0
0,89,0,31,2,5,1,0
6,90,1,35,2,12,1,78
9,116,1,49,1,25,1,316
10,33,1,24,9,2,1,18
6,94,0,129,1,28,3,253
6,95,0,95,2,5,1,0
10,110,1,26,14,4,2,228
5,101,1,18,7,1,2,0
1,118,0,149,3,2,1,19
11,11,1,10,30,7,2,156
6,49,1,30,2,14,1,0
10,117,1,65,3,28,1,35
4,17,0,43,3,5,1,0
4,85,2,17,2,5,14,360
1,53,1,25,1,22,2,0
1,53,1,39,2,38,1,85
6,98,1,35,5,2,1,0
10,117,1,17,3,2,1,0
4,17,1,28,1,12,1,0
4,85,1,30,3,3,2,137
4,74,0,40,4,4,1,0
6,98,0,70,3,25,1,86
4,85,1,32,1,46,2,143
4,121,1,19,7,1,1,0
4,2,1,149,4,13,1,170
10,111,1,29,3,2,1,0
1,118,1,41,2,24,2,7
6,98,0,95,5,4,1,303
9,107,0,60,1,17,4,348
5,80,1,26,3,2,1,35
10,111,1,17,3,26,1,270
11,11,1,23,6,2,2,61
5,105,1,49,2,4,1,4
10,117,1,40,3,6,3,30
9,88,1,20,2,23,1,157
4,2,1,35,1,3,1,0
6,95,1,39,1,2,1,74
4,2,0,55,3,7,1,4
4,74,1,21,2,64,1,23
1,118,1,24,2,2,1,0
5,102,1,25,2,1,2,0
4,2,0,100,2,5,1,0
6,96,1,25,5,2,1,0
0,27,1,30,1,3,1,0
1,135,1,30,4,12,1,0
1,118,1,45,2,2,1,310
6,98,1,25,3,5,1,0
4,17,1,39,20,3,19,362
4,17,1,30,25,1,19,202
10,117,0,30,28,5,1,0
1,135,1,54,3,14,1,0
4,2,0,49,3,56,4,35
5,101,0,68,2,1,1,0
10,110,0,120,7,1,3,32
1,53,0,999,2,7,1,25
6,21,1,26,2,27,1,59
4,2,1,35,1,74,3,157
1,118,1,15,14,2,1,0
1,118,1,120,1,11,1,0
1,118,1,50,4,22,1,0
10,111,0,80,3,1,1,0
6,96,0,99,1,34,10,353
1,134,0,79,2,35,10,359
1,134,0,90,1,32,10,315
1,134,0,500,2,20,10,330
1,118,0,145,2,16,10,160
1,134,0,150,2,10,10,0
5,16,0,20,10,1,1,15
1,53,1,23,3,11,1,11
4,121,1,36,30,13,1,64
4,73,1,18,6,17,2,0
5,101,1,51,2,16,1,53
4,119,1,55,1,8,1,267
1,118,0,45,1,4,1,0
6,95,0,41,1,2,1,0
5,105,0,69,3,9,1,0
9,26,0,119,3,1,1,0
4,74,1,32,1,31,1,0
5,101,1,20,2,2,1,0
0,10,0,350,1,33,11,337
1,115,0,133,5,2,16,338
1,32,1,17,3,46,1,44
3,70,1,15,1,13,2,251
5,105,1,43,2,48,1,51
4,2,0,69,4,31,1,54
1,53,1,50,4,9,1,9
10,110,1,42,2,18,1,151
4,74,1,45,1,5,1,8
2,29,1,25,3,7,1,70
1,118,1,27,1,86,3,221
1,118,0,75,2,18,1,341
6,14,0,20,1,2,1,0
9,26,0,112,14,1,2,346
10,117,1,25,2,4,1,310
1,118,0,88,3,29,1,35
4,92,1,9,2,6,1,0
1,134,1,30,4,1,5,0
11,0,0,45,2,7,3,0
10,117,1,26,2,6,1,0
1,115,2,20,1,2,1,0
10,117,1,50,1,7,1,353
2,29,1,20,2,62,1,30
1,135,0,40,2,5,1,0
6,98,1,60,2,8,1,2
4,121,1,45,2,9,1,3
4,92,1,25,2,47,1,4
9,133,0,46,2,2,1,110
2,29,0,125,3,18,1,0
6,49,0,100,1,42,3,281
5,105,1,24,1,71,1,42
1,118,0,249,1,35,4,157
0,57,1,50,7,1,1,364
1,118,0,65,4,23,1,0
4,73,1,1,1,87,1,5
6,98,0,91,3,14,1,0
4,74,0,35,4,7,1,0
5,105,1,59,7,3,2,0
0,129,1,27,6,1,1,31
1,32,0,129,1,14,1,155
1,118,1,40,1,2,1,0
4,74,1,30,1,1,1,0
4,17,0,50,1,9,1,297
1,115,0,45,2,1,1,0
4,18,0,69,1,37,4,149
2,76,1,23,3,3,1,0
6,95,1,38,3,13,2,0
1,30,1,87,1,1,1,0
0,42,0,220,3,5,1,295
10,110,1,35,3,17,1,36
4,119,1,35,3,2,2,0
4,18,1,45,3,8,1,0
1,115,1,80,2,14,1,0
4,121,1,20,7,1,1,0
6,95,1,35,3,2,2,44
10,110,1,20,1,1,1,0
0,130,1,30,2,3,1,0
9,26,0,85,2,19,1,212
9,1,1,29,2,19,1,17
0,79,0,50,2,17,1,43
9,88,1,35,3,1,1,220
6,98,1,90,1,5,1,180
5,80,1,25,1,20,1,0
6,94,0,70,1,8,1,0
1,118,0,100,2,22,2,358
1,32,1,30,2,1,2,0
1,134,0,250,4,1,1,64
5,102,0,43,2,1,1,0
4,18,0,50,20,5,1,0
10,110,1,35,2,29,1,138
1,118,1,22,4,7,1,0
5,102,1,40,1,1,1,310
5,105,0,75,3,36,3,52
4,85,1,30,2,6,1,0
4,121,0,39,30,8,1,0
0,120,0,240,2,5,7,18
1,118,0,60,2,10,1,35
4,73,1,21,3,1,1,0
6,97,1,27,2,32,2,43
4,92,0,35,14,1,1,0
1,118,0,29,3,1,1,74
5,105,1,30,3,2,1,56
11,4,1,30,2,14,1,82
5,101,0,44,5,3,1,0
1,30,1,40,2,5,1,65
7,87,0,40,2,25,12,342
7,87,0,30,2,31,12,334
0,57,1,50,1,9,1,19
11,84,0,17,21,1,1,1
2,54,0,45,10,1,1,0
5,102,1,21,2,1,1,0
4,17,1,27,2,3,1,0
4,73,1,20,1,3,4,1
11,93,0,35,3,4,1,0
1,32,1,35,3,27,1,5
6,94,0,98,2,16,3,74
6,97,0,149,2,36,1,44
5,101,0,30,14,1,1,0
1,118,1,32,6,8,1,0
6,97,0,80,3,3,1,0
4,73,0,100,1,5,1,0
6,94,1,49,2,2,3,347
5,101,1,35,3,3,1,0
6,94,1,59,3,2,3,7
0,51,2,16,1,8,1,0
1,32,1,35,18,1,2,5
5,101,1,26,1,5,1,15
6,55,1,21,3,2,1,4
4,18,1,45,1,7,1,69
0,106,1,60,1,6,2,177
1,53,1,50,1,53,1,14
1,118,0,94,2,3,1,0
4,119,0,85,3,37,2,312
11,99,0,39,2,10,2,356
6,90,0,35,2,12,1,0
5,102,0,90,3,27,2,261
0,10,0,45,3,2,1,0
4,18,1,30,4,11,1,29
0,10,1,23,1,5,1,0
4,121,1,30,3,3,1,0
0,27,1,20,1,12,1,287
6,122,1,30,4,2,1,129
4,121,1,28,2,1,1,0
1,118,0,40,1,28,1,22
4,74,0,69,3,10,1,0
7,64,1,26,2,4,2,35
5,101,1,50,2,1,1,5
4,92,0,41,7,1,1,13
1,135,1,45,1,19,2,63
4,17,0,36,1,5,1,0
1,53,0,110,150,10,4,207
6,97,0,110,7,3,1,4
1,135,1,22,3,2,1,0
6,97,1,35,2,8,1,0
6,95,1,35,2,2,1,0
6,14,0,95,2,10,3,129
1,32,1,65,2,1,1,0
6,14,0,95,2,9,3,148
1,118,0,48,3,8,1,0
11,93,0,100,3,3,1,0
6,96,0,34,2,14,1,56
10,110,1,16,2,1,1,0
2,29,1,36,1,27,1,345
10,111,0,35,3,20,1,0
5,101,0,40,4,3,1,0
4,121,1,22,4,5,1,129
0,79,0,49,3,15,1,136
6,98,1,30,3,36,1,0
11,36,1,20,2,7,1,133
1,135,1,20,1,7,1,0
1,118,1,27,3,19,1,4
5,105,1,50,2,10,1,7
4,18,0,59,2,10,3,0
6,90,1,25,5,25,1,6
6,94,0,120,2,3,1,0
4,2,1,50,1,3,2,0
10,117,1,14,2,31,2,49
6,49,0,65,5,8,1,0
5,101,0,51,2,4,1,0
10,110,0,52,25,3,1,178
2,7,1,37,1,3,1,0
6,91,0,30,2,12,1,34
1,134,1,20,3,11,1,6
1,53,1,35,2,14,1,2
5,80,1,35,2,6,1,23
1,32,1,20,1,1,1,0
6,94,0,49,4,16,1,0
5,105,1,45,2,8,1,0
10,117,1,15,3,3,1,4
5,105,1,18,3,4,1,0
11,60,1,35,1,19,1,166
4,92,0,35,4,12,1,0
6,95,0,125,3,3,1,169
10,117,1,35,3,17,1,330
6,97,0,30,2,14,1,7
1,118,0,60,3,2,1,0
6,95,1,40,2,33,1,2
4,100,1,16,4,14,2,0
2,54,0,35,2,6,1,0
0,129,1,19,2,29,1,14
1,118,0,95,60,11,2,5
6,97,1,35,4,7,1,0
6,98,1,46,2,2,1,0
1,52,0,60,6,7,1,0
6,98,0,34,7,1,2,0
4,85,0,29,3,1,1,0
6,98,1,55,1,6,1,3
4,100,0,129,3,7,1,323
6,49,0,55,2,3,1,0
6,98,1,40,2,20,3,227
7,127,1,25,2,4,1,0
10,111,0,90,2,40,1,0
6,97,1,45,3,41,1,0
11,11,1,18,12,3,1,0
0,42,1,45,2,1,1,0
4,18,0,75,4,12,1,196
2,34,1,19,1,2,2,29
2,76,1,30,2,50,1,23
4,74,0,2500,2,6,8,159
1,32,0,70,3,2,1,0
5,101,0,30,2,3,1,0
4,18,0,120,2,3,1,0
4,18,1,40,2,11,1,12
6,94,1,60,3,9,1,0
4,121,1,25,5,12,2,0
4,2,1,60,2,24,1,20
1,135,0,55,3,5,1,0
0,79,0,130,4,4,2,0
5,80,1,20,5,2,1,35
6,96,0,70,2,62,1,333
4,2,1,65,2,22,1,22
5,102,0,60,5,1,1,0
4,18,0,55,30,1,4,341
7,86,1,20,1,2,1,0
1,118,1,19,20,5,4,5
0,72,0,69,3,16,1,239
1,53,0,100,4,25,6,0
0,129,1,18,3,1,2,0
6,94,1,35,5,19,1,23
2,76,0,56,5,10,1,2
1,52,1,40,3,36,2,19
11,4,1,69,2,1,1,322
4,18,1,39,1,26,2,0
5,105,0,40,2,6,1,0
6,94,1,40,3,1,1,0
1,118,0,89,2,6,1,0
5,102,1,28,1,7,1,13
1,118,1,22,2,1,1,0
4,121,0,39,3,2,1,0
1,32,0,80,4,1,1,86
0,79,1,15,5,1,1,0
4,73,0,150,3,9,1,168
1,115,1,120,3,12,1,19
11,25,1,29,1,5,2,311
0,10,1,40,1,1,1,310
1,134,1,85,3,9,1,15
6,49,1,22,2,3,1,0
2,31,0,35,14,2,1,0
1,135,1,120,2,3,1,47
6,96,1,18,1,3,1,0
4,73,0,60,60,3,16,209
1,32,0,90,2,11,4,333
1,118,1,40,2,4,2,0
5,80,1,17,3,6,1,0
6,90,1,100,2,34,1,163
4,18,0,41,10,1,1,0
0,79,0,40,1,9,1,25
10,110,0,100,2,3,2,2
4,17,0,63,4,1,1,0
1,30,1,22,5,7,1,0
5,105,1,40,3,21,1,360
5,105,1,19,1,2,1,9
4,74,1,18,4,1,2,0
5,102,1,35,2,18,1,134
10,110,2,20,1,5,1,65
0,39,1,29,1,21,1,0
6,94,0,59,3,16,3,336
1,115,1,28,3,4,1,0
5,16,0,37,2,2,1,0
4,18,0,59,2,14,1,6
7,128,0,27,4,2,1,15
1,32,1,79,2,1,1,0
1,30,0,49,1,62,1,272
1,134,1,25,1,27,1,32
5,101,0,40,10,1,1,0
6,96,0,70,3,6,1,251
4,100,1,65,1,48,1,42
11,4,1,25,4,2,1,159
5,101,1,15,1,14,1,350
10,110,1,35,1,14,1,10
0,51,0,150,3,39,1,290
6,14,1,30,2,16,1,116
10,110,0,120,5,6,3,0
4,17,0,42,3,1,1,0
1,32,1,20,2,5,1,0
5,105,0,30,5,1,1,0
1,134,0,70,5,1,5,0
5,102,1,30,2,3,2,0
4,2,0,80,4,40,2,142
1,118,1,27,3,1,1,0
9,26,1,39,1,40,1,359
4,121,0,40,7,12,1,0
4,18,0,100,3,2,1,0
11,58,1,25,1,65,2,1
4,92,1,15,20,1,1,0
4,85,0,120,2,19,12,306
1,32,1,40,1,7,1,355
4,18,0,45,1,70,4,106
0,42,0,36,1,4,1,4
4,2,0,89,28,5,1,151
0,129,1,35,4,20,1,42
5,80,0,48,6,3,1,0
6,94,1,35,3,3,1,30
5,105,0,50,5,3,1,0
5,80,1,24,1,12,1,0
1,32,1,27,2,1,1,0
11,81,0,40,7,1,1,0
6,98,1,29,2,10,1,226
4,2,0,29,5,7,1,0
11,84,1,20,1,12,1,98
1,135,0,120,3,9,1,11
1,30,0,100,2,7,1,0
6,90,1,18,3,7,4,349
5,80,1,35,3,8,1,8
1,30,0,20,4,4,1,0
5,101,1,38,7,6,2,15
6,95,1,35,2,21,1,0
5,80,1,25,2,1,1,190
2,34,1,25,3,19,2,83
6,97,1,75,1,24,1,171
4,92,1,18,5,2,1,0
5,80,1,26,2,2,1,0
6,97,1,30,2,3,1,0
5,16,0,60,3,34,2,334
6,49,1,59,2,15,1,75
2,31,1,20,1,15,1,79
6,97,1,35,2,2,2,87
6,98,1,50,1,55,1,21
4,92,1,25,1,10,1,0
6,96,1,23,3,21,4,25
1,52,1,22,60,5,1,0
5,101,0,70,3,2,3,0
1,32,1,70,1,13,1,220
10,110,2,12,1,34,2,267
5,80,0,75,4,1,1,0
0,120,0,59,3,10,1,340
10,111,0,65,3,2,1,0
1,135,1,30,5,6,1,3
0,106,1,80,1,1,1,0
5,101,1,25,1,6,1,0
6,97,0,50,3,5,1,6
6,96,0,119,1,78,1,108
5,105,1,18,2,1,1,0
5,102,1,70,1,16,1,64
4,18,0,80,3,7,1,17
4,85,1,25,1,3,1,0
10,117,1,27,1,18,1,89
4,119,0,50,30,1,1,320
6,49,0,40,1,4,4,66
1,32,1,30,2,4,1,13
5,101,0,39,3,2,1,0
6,97,0,60,2,9,1,0
6,97,0,70,1,2,1,274
4,2,0,183,5,16,2,0
4,2,0,65,90,9,1,229
6,94,1,32,4,4,2,0
4,85,0,30,1,2,1,0
10,68,1,15,3,3,1,0
7,124,1,33,1,42,1,193
6,98,0,98,3,2,2,0
2,7,0,40,2,3,1,0
1,30,0,50,5,1,1,0
6,95,0,45,10,2,1,0
4,74,0,23,10,1,1,0
1,134,0,47,2,1,1,0
4,17,0,89,3,21,1,4
11,11,1,19,4,7,2,0
1,135,1,21,25,1,1,341
10,117,1,26,1,17,1,352
1,32,1,29,2,1,1,0
6,95,1,38,2,30,1,75
1,115,0,130,3,15,2,249
6,94,1,50,3,1,1,304
4,2,0,150,3,4,1,0
1,53,1,30,3,35,1,107
4,85,2,15,1,1,1,0
5,102,0,60,4,1,2,0
1,134,0,50,2,1,1,0
2,76,0,39,1,14,1,46
4,73,0,82,1,47,1,127
11,58,1,15,1,77,2,1
4,121,1,19,2,23,2,2
1,118,1,49,2,32,1,71
1,32,1,29,2,3,1,0
6,98,0,405,28,1,16,0
6,98,0,160,2,2,1,29
6,96,0,95,3,5,1,1
4,2,0,79,3,6,1,42
1,118,0,234,3,3,16,0
6,94,0,59,2,3,1,0
5,16,1,25,2,2,1,0
4,73,1,25,2,1,2,0
4,121,1,25,4,2,2,0
7,128,1,43,3,5,1,352
11,99,0,90,14,1,1,0
1,134,0,49,7,2,1,0
10,68,1,20,5,15,1,30
4,92,1,17,1,4,1,0
1,32,1,30,1,6,2,0
1,115,1,40,1,7,1,0
6,97,1,69,2,20,1,101
4,74,1,30,1,3,1,310
4,74,0,30,2,12,1,0
1,115,0,47,4,22,1,0
6,97,0,120,5,1,2,29
6,98,0,120,3,2,2,0
5,101,1,39,5,4,1,28
1,53,0,65,5,4,1,0
10,117,0,75,1,8,4,66
1,135,0,70,2,2,1,0
11,25,1,25,1,32,1,0
6,122,0,70,3,7,1,17
5,80,1,25,6,3,1,0
6,96,0,70,3,13,1,15
1,118,1,34,2,9,2,0
4,121,0,45,3,1,2,10
10,111,1,20,1,1,1,0
5,102,1,30,3,4,1,0
4,85,0,40,5,3,1,0
1,118,1,40,2,5,1,98
10,111,1,33,2,3,1,172
3,56,0,100,3,11,1,184
4,92,1,25,4,9,1,57
1,134,0,120,10,1,1,215
10,110,0,38,7,5,2,0
5,101,1,32,2,7,1,7
1,134,1,50,3,9,1,0
4,2,0,70,7,5,1,176
4,74,0,38,14,1,1,0
5,16,0,59,2,15,1,0
4,92,0,55,2,8,1,0
1,53,0,69,3,26,1,57
1,53,0,56,92,1,1,283
5,80,1,22,4,6,2,0
10,111,1,10,1,3,1,0
10,111,0,60,1,2,1,0
3,66,0,160,1,18,1,351
4,119,1,68,1,17,1,36
10,111,1,25,2,3,1,0
5,101,1,32,3,2,2,0
5,105,1,39,7,1,1,0
1,134,1,30,2,2,1,164
0,106,1,50,2,2,1,0
10,111,0,249,2,22,1,337
4,121,0,25,4,5,1,0
6,97,0,65,1,8,1,0
5,102,1,30,5,2,1,0
5,102,1,17,3,7,1,0
4,121,1,30,3,49,1,4
0,72,0,69,2,21,6,31
4,121,1,28,4,10,1,0
1,53,0,58,5,5,1,5
1,118,0,90,2,3,1,0
0,44,1,25,3,17,1,140
5,80,1,30,1,5,1,0
10,111,1,50,2,1,1,0
0,51,1,69,2,46,1,0
4,17,1,33,7,13,3,100
5,80,1,20,2,1,1,0
4,121,1,65,2,8,1,190
4,2,1,64,3,40,5,145
4,74,1,19,1,2,1,4
9,133,1,14,5,1,1,0
0,72,0,75,2,7,6,64
4,74,1,25,5,1,1,0
5,102,1,24,2,28,1,145
1,30,1,20,1,3,1,0
1,134,1,20,7,1,1,0
4,74,1,30,3,2,2,0
4,121,1,20,5,11,2,0
1,30,1,40,3,2,1,279
5,101,1,35,2,9,1,252
6,94,0,55,2,10,1,51
9,107,0,29,14,8,1,79
6,49,0,59,2,8,1,0
5,105,0,48,3,13,1,0
10,33,1,24,2,23,1,73
1,115,1,69,3,28,1,15
6,97,0,200,1,37,4,336
4,18,1,28,2,41,2,12
10,33,0,40,2,14,1,35
5,101,1,20,3,3,1,0
4,74,1,35,1,10,1,0
6,95,1,20,1,4,1,0
5,105,1,88,2,24,1,65
4,2,0,26,45,1,1,306
9,132,0,29,14,1,1,0
2,35,1,19,2,8,1,15
1,115,0,505,3,8,16,55
5,105,1,30,2,6,1,66
0,129,0,55,3,18,1,0
0,27,1,49,2,2,1,119
8,37,1,48,2,7,1,87
0,72,1,30,5,2,1,0
2,29,1,18,3,8,1,6
1,32,1,36,6,21,1,15
1,134,1,20,4,1,1,0
1,32,0,55,3,20,1,8
1,134,0,60,4,2,1,0
6,95,0,120,62,5,3,265
4,119,0,268,2,5,1,172
1,30,1,38,5,5,1,71
5,105,1,18,3,4,1,0
1,32,1,29,2,23,1,152
5,105,1,29,3,6,1,88
11,36,0,58,1,14,1,0
0,106,1,50,1,7,1,0
10,33,1,40,2,9,1,47
5,105,0,70,4,6,1,0
4,74,0,80,2,6,1,273
4,18,0,49,1,4,1,0
10,110,1,30,2,19,1,152
4,85,0,69,2,9,1,3
9,132,0,125,3,3,1,22
1,118,0,90,3,29,1,69
6,13,0,80,7,6,1,0
6,96,1,18,3,19,4,7
6,49,0,45,1,10,1,0
11,11,1,25,2,38,2,14
6,90,0,23,1,1,1,0
0,42,0,150,7,1,1,0
11,4,1,14,7,1,1,0
10,117,0,55,3,4,1,33
6,96,1,16,2,5,1,0
10,110,0,45,1,23,2,131
3,66,0,64,2,7,2,310
6,90,1,19,6,14,1,21
6,98,0,75,2,3,7,0
6,49,0,150,5,1,1,0
4,100,1,24,1,8,2,31
1,115,1,18,20,1,1,0
10,110,0,60,2,5,1,0
1,32,1,37,2,1,1,0
4,92,0,40,2,14,1,0
6,95,0,86,4,25,4,140
5,105,1,45,1,3,1,0
5,102,1,42,2,15,1,9
1,32,0,107,3,1,2,0
7,87,1,40,1,12,1,17
6,95,0,188,3,5,1,80
5,102,1,18,1,6,1,0
5,102,1,27,3,11,1,159
5,80,1,20,3,6,1,0
1,32,0,42,4,2,1,0
6,97,1,199,1,6,3,338
4,85,1,35,3,3,1,0
4,73,0,75,2,4,1,0
1,30,1,40,1,10,1,0
0,120,0,95,14,3,1,168
5,102,1,20,4,4,1,0
7,82,1,60,90,1,1,88
1,30,1,27,1,17,1,0
10,110,1,45,1,38,2,173
7,86,1,25,1,11,1,0
0,120,0,40,2,9,1,0
0,130,1,25,4,7,1,0
8,131,0,36,30,2,17,319
6,98,0,80,2,10,1,100
1,118,0,54,2,7,1,0
5,102,0,30,3,3,1,0
1,118,1,10,1,1,1,0
6,98,1,35,1,3,1,0
4,18,1,40,2,5,1,0
5,102,0,36,2,3,1,0
6,95,0,80,2,6,1,57
4,2,0,250,61,1,17,364
4,2,0,43,15,1,1,128
10,110,0,50,30,14,1,32
2,77,1,40,2,4,1,0
1,135,1,22,1,1,1,0
8,113,1,31,2,12,1,238
5,80,0,50,1,8,1,0
4,2,1,39,1,1,3,0
11,4,1,35,2,23,1,5
6,95,0,75,60,1,1,101
1,115,1,39,2,11,1,0
4,2,1,45,2,7,1,0
0,51,0,120,1,5,1,0
1,53,0,70,60,3,1,27
10,110,1,35,3,8,2,36
4,121,0,60,40,1,1,64
4,2,0,69,2,8,1,3
10,110,1,25,1,30,1,42
5,102,1,29,3,1,1,0
0,120,1,85,2,26,1,0
6,98,1,50,6,1,1,0
4,73,1,40,90,44,2,5
10,33,0,140,2,11,1,345
6,96,1,30,4,9,1,0
4,121,1,35,1,1,1,0
1,32,2,15,1,34,1,3
1,32,1,38,2,5,1,0
6,98,1,75,2,38,1,41
1,32,1,26,2,5,1,0
2,31,1,25,2,9,2,1
2,31,1,20,2,2,2,1
6,122,1,50,1,1,1,0
4,100,0,53,7,5,2,0
1,30,1,34,4,10,1,314
6,91,2,20,2,1,1,0
5,80,1,40,4,21,1,0
4,2,0,45,2,6,1,0
1,32,0,19,1,1,1,0
4,73,1,30,1,56,2,66
1,115,0,40,7,1,1,0
5,105,1,35,3,3,1,6
4,121,0,39,4,5,1,0
1,32,0,112,1,1,1,207
1,135,2,50,7,2,1,0
4,85,1,35,2,11,1,325
3,71,1,95,1,1,1,279
1,32,1,50,2,1,1,5
10,110,1,21,1,11,1,123
4,74,0,120,4,34,4,221
10,117,0,40,3,22,2,16
4,73,0,75,1,16,1,124
6,98,1,42,2,3,1,1
6,95,1,55,4,18,1,351
2,34,0,99,2,7,1,6
4,17,1,32,25,1,19,363
0,10,1,30,5,3,1,0
5,105,1,37,25,1,19,333
1,32,0,150,4,1,1,4
4,2,1,25,2,5,1,14
5,102,0,35,1,1,1,29
4,2,1,62,2,20,1,2
9,1,0,60,2,11,2,4
2,76,1,20,2,7,1,0
2,7,0,41,7,7,1,11
6,91,0,170,5,1,1,0
4,121,0,45,3,9,2,23
4,92,1,18,4,6,1,0
11,0,0,100,2,5,1,352
6,94,0,30,3,5,1,0
4,121,1,45,3,6,1,67
2,76,1,45,1,50,1,327
0,79,1,20,2,20,1,11
5,105,1,25,10,1,1,0
4,121,1,16,2,13,1,0
6,98,1,25,14,2,1,0
6,97,1,199,1,21,3,321
1,52,0,120,3,1,1,0
1,118,0,32,5,13,1,34
4,92,0,35,4,7,1,5
1,118,0,69,2,22,1,0
5,80,1,20,4,1,1,5
10,117,0,80,4,4,1,0
1,32,1,34,2,2,1,4
5,101,1,35,3,16,1,125
4,2,0,180,3,37,1,280
2,6,1,15,2,18,1,0
6,97,1,18,1,2,1,0
4,73,1,13,1,2,1,0
4,2,0,145,4,10,1,8
5,102,1,35,2,14,1,17
4,2,1,35,1,1,2,279
1,30,1,25,1,32,1,80
7,87,0,50,2,27,12,351
0,51,1,50,2,39,6,156
3,12,1,19,1,38,2,61
10,63,0,75,2,2,2,340
6,112,0,45,2,32,1,206
11,4,1,18,3,3,1,0
6,98,0,32,2,4,1,191
10,63,0,60,2,1,2,348
4,121,0,69,2,4,2,8
4,2,1,30,3,2,1,0
0,57,1,80,1,14,1,90
4,17,1,14,4,2,1,0
4,17,1,16,3,1,1,0
1,30,1,30,2,43,1,54
5,80,1,30,2,3,1,0
5,105,1,35,4,3,1,0
4,73,0,89,2,9,2,60
10,110,1,35,2,28,1,60
4,74,1,75,1,1,1,0
10,110,1,20,10,1,1,0
4,2,0,224,5,33,2,125
0,57,0,100,1,12,1,125
6,49,1,80,1,2,1,89
6,98,0,304,3,2,16,36
4,2,0,96,2,17,1,0
0,57,0,70,61,2,4,59
6,49,1,45,2,6,1,0
1,32,1,30,2,2,1,0
1,30,1,20,3,6,1,0
4,121,0,49,2,2,1,0
5,105,1,27,2,9,1,0
0,39,0,50,1,6,1,0
2,6,1,30,2,4,2,259
4,92,1,22,20,1,1,0
1,32,1,49,4,5,1,0
1,32,1,75,1,3,1,83
8,45,1,20,2,39,1,15
3,12,1,19,1,31,2,78
0,130,1,29,2,2,1,0
6,97,1,30,7,7,1,0
5,80,1,27,1,2,1,0
1,118,0,45,3,10,1,30
10,110,1,37,3,10,3,0
11,84,0,100,2,34,1,191
5,80,0,60,29,9,1,57
0,51,1,33,2,1,1,35
5,102,0,69,4,6,2,0
4,17,1,49,4,11,1,15
6,94,1,28,7,3,2,0
4,73,1,80,2,1,2,59
4,2,0,75,22,1,1,310
10,63,1,45,1,22,1,76
0,120,0,110,3,3,1,0
2,29,1,27,1,7,1,0
11,4,1,21,7,1,1,0
1,118,0,63,60,13,1,301
4,73,1,20,3,13,1,8
4,18,1,48,2,10,1,29
10,110,0,70,2,15,1,51
10,110,1,45,1,41,2,168
1,118,1,42,3,5,2,0
4,92,1,25,2,8,1,0
1,53,0,69,3,1,1,0
1,135,0,40,14,1,1,0
4,18,1,90,3,21,2,68
4,2,1,50,2,8,2,0
4,74,1,47,2,15,1,86
4,121,0,38,16,3,1,0
4,2,1,35,2,9,1,0
0,51,1,28,2,13,1,149
10,117,1,19,2,2,1,0
1,135,0,40,3,17,1,1
2,54,0,29,4,11,1,15
0,27,0,50,4,3,1,0
4,85,1,50,2,5,1,88
1,135,0,85,2,4,1,27
4,92,1,45,2,3,1,35
4,73,1,65,2,1,1,0
4,2,1,50,3,23,1,189
4,73,0,89,2,30,2,60
1,53,1,30,3,4,1,29
10,68,0,25,1,1,1,0
1,118,1,39,2,5,1,0
5,80,1,22,2,5,1,4
