neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
1,118,1,52,2,190,2,78
1,134,0,95,5,1,1,23
4,85,1,25,3,19,2,0
4,74,0,85,12,9,1,365
10,111,1,35,4,6,1,0
4,17,1,20,4,5,1,0
10,110,0,70,1,2,1,0
6,94,0,39,28,6,1,0
4,92,1,30,1,22,1,153
4,74,1,35,2,7,3,0
6,122,0,38,6,5,1,0
5,102,1,21,1,1,1,0
6,95,0,49,3,1,1,0
5,102,1,21,7,1,1,0
5,80,1,25,1,1,1,0
1,118,0,96,5,11,1,0
10,111,1,30,2,75,1,22
1,118,1,39,2,31,1,0
5,80,0,52,1,2,1,0
6,95,1,30,2,5,1,0
6,49,0,23,1,2,1,0
5,80,1,55,2,3,1,0
0,39,0,81,2,53,1,360
11,11,0,80,1,32,1,360
1,32,1,25,1,1,2,0
6,96,0,275,2,54,1,47
5,80,1,29,3,6,2,0
4,121,1,35,5,7,1,251
4,17,1,36,1,1,1,0
6,94,1,25,1,2,1,0
5,80,0,60,3,2,1,0
4,2,1,28,3,42,2,67
7,127,0,24,2,9,1,0
5,101,1,30,2,18,1,9
4,74,0,30,1,4,1,0
0,51,0,91,2,94,2,210
6,94,0,129,2,90,1,345
4,74,0,55,1,1,1,0
4,2,1,25,7,2,1,0
5,101,0,50,1,4,1,0
4,18,0,65,5,3,1,0
1,118,0,34,14,2,1,0
3,12,0,52,3,31,1,331
6,95,1,29,3,71,2,60
4,2,0,75,91,1,1,220
1,118,0,82,7,5,1,0
4,2,1,54,1,81,1,339
5,102,0,32,7,9,1,0
10,110,0,55,2,172,2,297
6,91,0,149,4,14,1,16
5,80,0,35,2,53,1,0
1,30,0,31,5,6,1,0
1,118,0,200,3,1,1,0
4,73,0,99,3,11,1,0
6,90,1,29,3,18,1,21
0,106,1,50,1,1,1,310
4,2,0,250,4,3,1,0
4,18,0,170,2,61,1,41
6,49,0,55,2,3,1,0
4,119,0,250,2,18,1,0
6,49,1,55,4,64,1,85
5,102,1,36,2,18,2,36
10,33,1,31,2,5,1,260
1,118,1,55,3,38,1,11
1,134,1,35,1,1,1,0
1,135,1,19,1,1,1,0
5,102,1,30,20,5,2,0
0,42,0,39,1,21,1,6
1,135,0,59,7,3,1,0
1,32,1,30,1,132,1,328
5,102,1,65,3,4,1,0
1,32,1,30,1,1,1,0
4,74,1,25,2,5,2,0
10,117,0,285,2,26,9,293
1,118,0,70,4,4,1,0
1,118,1,25,1,5,1,0
5,105,1,40,4,25,1,11
1,32,1,18,1,33,1,90
6,98,1,35,1,104,1,331
4,18,0,50,2,12,1,0
1,52,1,39,3,112,1,56
4,2,1,38,3,27,1,0
6,96,1,45,3,104,2,40
4,2,0,99,2,130,5,266
2,76,1,20,1,1,1,0
5,102,1,19,2,1,1,0
6,94,0,36,3,1,1,0
1,30,0,65,1,4,1,0
6,94,0,90,5,1,1,0
1,134,0,30,1,2,1,0
4,18,0,90,3,75,1,99
4,2,0,69,3,9,1,0
10,110,0,50,2,1,1,0
0,106,1,49,2,74,1,342
1,135,1,30,2,7,1,0
1,115,0,80,1,54,1,76
4,92,1,25,2,4,1,0
1,32,1,30,3,1,2,0
1,134,1,39,2,4,3,0
1,32,0,60,2,3,1,0
5,101,0,110,3,13,10,0
4,18,0,120,1,3,1,8
1,115,0,55,2,63,1,0
10,111,1,55,6,5,1,0
10,117,0,28,3,1,1,0
4,17,1,30,1,4,1,0
4,2,0,70,2,3,1,0
4,121,0,36,2,41,1,0
6,91,0,50,1,3,1,0
0,72,1,20,1,1,1,0
5,80,0,89,4,19,1,0
11,4,0,119,5,1,1,0
4,121,1,30,1,4,1,0
9,116,1,59,1,33,1,320
1,32,1,20,5,1,2,0
11,93,0,235,3,20,1,352
6,97,1,35,1,1,1,0
5,102,1,25,4,3,1,0
5,102,0,60,4,26,1,0
5,102,0,45,1,2,1,0
5,80,1,50,1,4,2,34
6,98,0,73,2,1,1,0
5,102,0,54,1,1,1,0
6,49,0,160,1,190,2,323
4,2,0,187,2,36,2,23
6,97,1,80,7,2,1,0
1,32,0,120,3,12,1,0
1,135,0,85,3,12,1,0
11,93,0,55,1,3,1,0
4,74,0,69,3,4,1,0
5,101,0,39,14,1,1,0
5,105,1,38,2,21,2,0
1,32,1,39,3,10,1,21
1,32,0,25,1,1,1,0
1,134,0,100,2,7,1,310
5,101,0,55,3,63,10,98
6,96,1,27,21,2,1,0
5,101,1,20,1,1,1,0
5,101,0,149,4,9,1,309
6,95,0,70,7,1,1,0
1,53,0,50,3,10,1,0
6,95,0,95,4,5,1,0
4,18,1,50,1,1,1,0
1,32,0,70,5,1,1,0
1,118,0,50,3,9,1,0
4,73,1,29,1,38,1,1
1,134,1,39,28,65,5,233
4,85,1,17,1,1,1,0
4,92,1,22,7,14,1,0
10,111,1,25,2,11,1,328
4,18,0,134,3,48,1,0
10,117,0,99,2,47,9,319
4,74,0,100,4,13,1,156
6,95,0,50,3,3,1,0
10,33,1,35,2,9,1,310
1,134,0,90,2,11,1,0
4,92,1,28,4,19,2,0
1,32,0,86,4,6,1,310
5,102,1,36,2,9,1,0
1,134,0,135,60,3,2,0
5,102,0,40,3,1,1,0
5,16,0,45,20,6,1,287
1,32,1,25,1,3,2,0
11,36,1,50,1,83,1,335
1,118,0,95,3,6,1,0
4,2,1,50,3,20,1,0
1,118,0,85,3,2,1,0
4,2,1,35,3,29,2,344
5,105,0,70,2,3,1,0
1,52,1,50,5,6,1,0
4,121,0,49,1,5,1,0
4,121,1,20,1,9,1,0
1,32,1,41,1,6,2,0
6,97,0,70,1,2,1,0
4,2,1,58,3,28,1,340
1,32,0,79,3,74,1,274
5,101,0,80,5,3,1,0
4,119,0,44,6,3,1,0
0,106,0,35,3,29,2,53
1,118,1,35,2,5,1,0
1,53,0,46,3,154,6,244
9,1,0,65,3,51,1,322
1,52,1,45,2,12,1,0
6,97,0,90,7,30,1,336
6,98,0,69,4,180,2,110
1,135,1,35,1,26,1,0
5,80,0,91,3,8,1,0
6,122,0,45,1,10,1,168
5,105,1,24,2,1,1,0
5,102,1,14,5,2,1,0
4,18,1,35,1,2,1,0
1,135,1,31,2,4,1,0
6,98,0,75,3,5,1,0
6,97,0,99,20,5,1,0
1,135,1,40,3,21,1,0
1,118,0,33,14,8,1,0
4,2,0,35,10,36,1,11
5,101,0,40,2,6,2,0
6,49,0,80,4,41,4,33
4,121,1,55,1,18,1,7
10,110,1,25,5,1,1,0
2,76,1,35,1,15,1,67
6,94,1,35,1,33,1,44
6,96,1,55,2,55,1,142
4,121,1,35,3,1,3,0
6,95,1,27,2,22,1,0
10,110,0,130,3,19,1,26
1,135,0,80,3,1,1,0
5,80,0,70,3,2,1,0
5,102,0,60,3,20,1,25
5,80,1,40,1,1,1,0
4,92,0,131,1,4,1,4
4,85,0,88,1,1,1,0
1,135,1,38,1,4,1,0
0,27,1,22,5,1,1,0
1,118,1,29,2,57,1,34
2,7,0,53,1,200,6,299
1,30,0,70,4,13,1,0
0,120,1,49,3,13,1,305
6,97,0,60,3,16,1,0
5,80,0,100,75,7,1,0
1,32,1,19,1,2,1,0
4,2,0,84,1,216,3,320
1,30,0,60,7,4,1,0
4,2,0,101,1,204,3,329
4,2,0,65,1,198,3,320
1,30,0,55,5,15,1,0
4,85,0,50,3,1,1,0
4,2,1,30,2,16,1,3
0,27,0,65,3,64,1,321
6,98,0,119,2,96,1,64
10,111,0,96,3,87,1,213
10,117,0,42,2,8,1,0
0,120,1,26,1,54,4,339
10,111,1,50,2,77,2,6
1,32,1,20,1,1,1,0
4,74,1,32,1,32,1,38
4,100,1,60,3,1,1,0
0,79,1,70,2,11,7,39
1,30,0,129,2,6,2,361
4,121,1,35,1,1,2,0
4,74,1,30,1,69,1,0
1,118,2,20,4,1,1,0
4,2,1,55,1,174,7,339
1,118,0,55,2,1,1,0
7,128,1,34,3,100,1,330
1,118,0,150,61,39,2,365
1,32,1,70,2,14,1,364
2,6,0,24,2,1,2,0
10,110,0,50,4,1,1,0
5,101,0,37,14,3,1,0
4,74,1,39,3,70,1,271
5,101,0,75,1,12,1,0
11,11,1,40,1,57,1,326
6,97,1,35,2,3,1,0
10,117,0,96,3,65,1,269
5,102,0,45,1,3,1,0
4,121,1,45,3,1,1,0
1,32,0,35,4,54,1,0
4,2,1,27,2,15,1,131
4,2,1,40,2,24,1,0
4,2,1,25,2,2,1,0
10,110,0,85,1,93,3,339
1,115,0,83,1,13,1,0
4,73,1,35,2,2,1,0
6,95,0,43,90,3,1,0
6,49,0,55,2,10,1,0
6,91,0,45,5,3,1,0
1,135,0,220,7,1,1,59
1,118,0,85,5,4,1,0
1,30,0,85,3,49,2,303
1,118,0,30,4,5,1,0
5,101,0,55,4,27,1,0
0,27,0,85,2,94,2,196
11,4,1,22,1,5,1,0
4,17,0,36,30,1,5,341
4,2,1,36,3,2,1,0
5,80,1,24,2,163,1,8
1,32,1,50,1,34,2,318
5,102,1,35,1,8,1,35
10,110,0,92,5,35,1,300
6,95,0,75,3,1,1,0
1,118,1,100,7,29,1,315
1,32,1,28,2,3,2,0
1,32,0,169,3,58,2,176
1,32,0,95,3,5,1,0
1,118,0,48,2,3,1,0
5,105,0,90,3,6,2,0
6,97,1,27,2,27,2,291
5,105,1,30,1,2,1,0
6,14,1,20,1,4,1,0
6,94,0,120,4,7,1,5
6,94,0,45,3,13,1,0
1,118,0,49,2,2,1,0
6,49,0,150,2,44,2,31
5,105,0,359,3,182,9,85
0,106,1,26,1,1,1,0
5,101,0,55,4,8,1,0
4,18,1,180,5,14,1,296
6,95,1,29,3,11,1,0
1,32,1,25,5,4,1,321
1,32,0,349,3,45,1,304
6,97,1,30,4,169,1,138
0,39,0,250,7,6,1,0
5,102,1,29,5,1,1,0
5,80,1,50,3,77,4,18
10,117,0,360,2,55,9,293
4,2,0,50,10,14,1,259
5,102,1,39,1,41,2,314
9,132,0,40,60,3,1,280
1,135,1,35,1,18,1,0
6,98,0,110,4,40,7,264
6,95,0,69,3,1,2,0
4,85,1,20,2,3,1,0
4,2,0,129,3,26,1,0
5,105,0,70,2,4,1,0
4,85,0,80,1,1,1,0
5,101,1,40,2,3,1,349
10,110,0,50,2,19,1,0
6,112,1,30,2,12,1,178
5,101,1,28,4,1,1,0
2,76,1,25,1,2,1,0
4,2,0,55,2,3,1,0
1,135,0,80,4,1,1,0
1,135,0,100,60,13,1,363
1,134,0,45,2,5,1,0
5,80,0,65,1,13,1,0
6,49,1,42,5,37,1,40
6,123,0,22,2,44,1,279
1,134,1,53,3,79,1,349
4,18,0,67,60,7,1,280
5,101,0,62,3,43,1,18
6,96,0,65,3,5,3,0
1,118,0,55,5,23,1,0
4,2,0,68,5,1,1,0
1,32,0,36,4,4,1,0
6,13,0,120,5,48,2,355
5,105,0,45,25,11,3,252
4,18,1,250,1,1,1,362
1,32,1,40,19,24,1,147
6,96,0,150,3,11,1,339
6,95,0,30,84,14,1,190
6,98,0,99,3,7,1,0
1,32,0,33,3,3,1,0
1,30,1,45,1,48,1,84
1,118,1,21,3,17,1,0
4,92,1,40,1,46,1,330
4,2,1,50,3,1,2,0
5,102,0,50,1,9,2,4
5,102,1,45,3,103,1,151
6,49,1,35,2,1,1,0
9,1,1,24,2,39,1,0
11,36,0,50,3,3,1,0
1,32,1,35,3,15,1,0
5,101,1,23,1,1,1,0
5,101,1,26,1,181,1,148
6,94,1,15,1,1,2,0
4,92,0,22,3,2,1,0
0,79,1,60,2,13,7,63
0,79,1,60,2,25,7,63
6,95,0,85,1,1,1,0
4,74,0,80,30,26,2,280
6,95,0,60,14,13,1,222
6,94,0,75,2,90,4,333
5,105,1,20,4,2,1,0
1,135,1,25,5,3,2,0
1,115,0,125,1,10,6,297
4,121,1,28,1,13,1,0
0,129,0,53,1,239,3,252
4,18,0,55,3,2,1,0
1,134,1,25,5,2,2,0
1,115,0,135,1,19,6,318
4,18,1,50,1,1,1,0
1,118,0,65,2,1,1,0
1,115,0,149,1,3,6,316
1,115,0,125,2,17,6,337
1,115,0,135,1,7,6,320
1,115,0,149,1,1,6,309
6,97,1,38,7,17,2,310
2,7,0,35,1,1,1,0
1,134,0,75,4,15,1,221
5,101,0,50,3,2,1,0
10,111,0,59,1,22,1,343
1,115,1,35,1,2,1,310
6,97,0,65,5,3,2,0
6,97,0,200,4,15,1,364
6,97,0,70,1,4,1,0
1,32,0,59,5,2,1,0
4,121,0,35,6,6,1,0
1,32,1,45,2,4,1,0
5,101,0,65,2,26,1,2
9,1,1,30,2,9,1,304
6,98,0,75,4,100,1,326
1,32,0,70,1,3,1,0
5,101,1,45,7,3,1,53
10,63,0,40,1,2,1,0
0,27,0,32,90,2,6,341
5,105,1,28,3,20,1,0
0,27,0,35,63,1,6,310
1,118,0,32,63,2,6,221
1,32,1,40,1,2,1,0
1,32,0,57,10,1,1,0
6,96,1,35,1,23,2,337
6,97,1,76,3,23,1,36
6,95,0,38,3,12,1,248
4,2,0,100,2,1,1,0
4,2,0,80,7,1,1,0
5,102,1,20,1,1,1,0
6,91,1,25,3,1,1,0
0,57,1,20,1,1,1,0
5,102,1,25,2,3,1,0
5,80,1,45,2,6,1,121
1,52,1,25,2,9,1,0
5,102,1,28,2,8,1,0
1,30,1,32,2,16,1,0
6,90,1,24,5,21,3,14
6,97,1,58,3,25,3,29
10,117,2,15,5,9,1,306
5,101,0,113,3,14,1,0
5,102,1,39,2,37,2,73
4,121,0,49,2,18,1,0
10,33,0,43,90,1,1,251
10,110,0,60,7,2,1,0
11,93,0,39,7,16,2,210
5,80,0,39,2,33,1,1
1,115,0,140,3,2,2,0
4,2,2,22,1,69,43,252
4,74,0,150,2,143,8,162
6,97,0,76,3,12,1,328
4,2,2,23,1,49,43,251
11,61,1,24,1,136,1,337
2,34,0,50,240,67,1,98
4,18,1,30,1,3,1,0
1,118,0,95,60,15,1,290
6,97,0,75,7,9,1,0
5,102,0,60,3,6,1,0
1,32,0,120,2,52,1,0
5,101,1,29,2,10,1,0
5,102,0,60,1,3,1,0
4,74,0,65,2,69,1,289
5,80,1,28,5,1,1,0
5,101,0,45,3,13,1,39
5,102,0,49,60,1,1,248
1,30,1,30,3,2,2,0
5,102,1,13,1,14,1,0
1,118,0,58,4,12,1,352
1,118,1,30,10,2,1,0
9,62,1,16,2,1,1,0
1,30,0,89,9,4,1,38
1,118,1,50,1,4,1,0
6,94,1,77,3,2,1,0
1,118,1,25,2,4,1,0
10,110,0,90,5,29,1,333
4,17,0,70,2,5,1,0
1,118,0,60,2,2,1,0
0,44,0,350,4,3,1,67
7,124,0,40,1,1,1,0
1,135,0,150,1,1,2,0
4,92,0,35,5,2,1,0
5,59,1,18,1,1,1,0
4,2,1,45,2,48,2,350
4,2,0,88,5,16,3,308
10,33,0,28,5,3,2,0
5,101,1,50,2,3,1,0
5,102,1,35,1,6,1,0
1,32,0,25,1,1,1,0
10,117,1,18,1,4,4,0
4,100,0,51,90,3,15,281
4,121,1,28,3,4,1,0
6,49,0,59,2,7,1,0
5,102,0,80,5,1,1,0
4,85,0,69,3,32,1,0
6,49,0,40,8,2,1,0
1,134,1,25,10,2,1,0
1,30,0,99,1,172,30,339
10,111,0,70,14,4,1,0
1,32,1,35,2,1,1,0
5,101,0,27,5,2,1,137
6,97,0,100,4,4,1,0
5,102,1,16,1,28,2,1
6,96,0,180,3,20,2,14
6,49,0,80,3,7,1,0
1,118,0,90,4,1,1,0
4,18,0,45,60,3,1,133
1,135,0,65,2,2,1,0
2,6,1,30,2,7,1,221
6,49,0,60,5,2,1,0
6,95,1,30,1,1,1,0
4,121,1,50,2,1,1,0
4,18,0,90,10,23,1,24
2,76,0,99,2,4,1,0
5,101,0,45,1,1,1,0
5,102,1,39,4,26,1,0
11,11,1,19,7,1,1,0
4,18,0,72,3,3,1,0
4,17,1,43,2,40,1,331
5,101,1,20,1,1,1,0
1,118,1,28,1,5,4,256
5,80,0,59,2,9,1,2
1,52,1,50,2,11,2,305
5,80,1,13,5,1,3,0
1,32,0,74,2,25,1,0
1,118,0,40,3,131,1,52
6,95,1,40,5,16,1,0
1,135,1,18,1,2,1,0
1,118,0,58,7,3,1,0
1,135,0,26,2,1,1,0
4,92,1,18,1,9,2,0
5,101,1,44,8,1,1,48
4,2,0,159,1,227,5,306
4,18,0,58,2,1,1,0
6,49,0,60,4,1,2,0
1,115,1,50,2,28,1,80
6,96,0,50,2,5,1,90
5,102,0,50,7,2,1,0
5,102,1,20,400,1,2,40
6,97,1,38,3,44,1,352
4,17,0,36,30,3,5,341
5,102,1,35,3,7,1,0
10,110,1,45,2,9,1,88
1,53,1,49,1,47,3,14
10,111,0,165,1,1,1,0
1,32,1,60,2,115,1,7
1,30,1,25,7,46,4,288
0,51,0,200,1,1,2,0
6,49,0,62,4,5,1,0
6,98,0,149,2,79,2,14
4,121,1,15,5,1,1,0
6,98,0,50,5,1,1,0
0,51,0,99,2,1,2,0
6,122,0,30,10,1,1,0
1,32,1,40,1,4,1,0
10,111,0,30,60,3,1,337
4,2,0,60,7,12,1,0
1,118,0,55,2,3,1,0
4,92,1,60,3,69,2,0
6,95,0,79,1,24,1,54
5,105,0,34,1,2,1,0
1,32,1,46,2,121,1,338
1,30,0,70,3,1,1,0
4,92,1,35,2,39,2,318
1,32,1,30,1,2,1,0
1,52,1,25,1,1,2,0
4,17,1,42,1,53,1,0
6,49,0,85,5,10,1,0
0,72,0,27,5,17,1,22
5,101,0,48,5,1,1,0
1,135,0,90,3,9,1,0
4,17,0,50,5,2,1,0
1,118,0,304,2,47,4,358
1,53,1,85,2,12,3,0
11,11,1,29,7,9,1,0
10,111,0,70,1,1,1,0
1,118,1,21,1,91,1,69
1,118,0,80,7,5,1,0
5,80,1,60,3,1,1,0
1,30,1,25,2,2,1,0
7,82,0,65,2,10,1,335
1,118,0,45,3,8,1,0
5,105,0,55,5,11,1,0
6,95,1,45,1,135,4,0
5,102,1,30,1,4,1,0
5,102,1,28,5,3,1,0
4,73,1,27,6,30,1,0
0,89,0,30,4,31,1,0
5,101,0,40,10,1,1,0
5,80,1,26,4,5,1,0
6,95,0,58,5,23,1,138
4,92,1,30,2,17,1,5
1,118,0,75,5,18,1,0
1,32,0,46,1,4,1,0
2,76,0,40,5,3,1,0
4,92,1,26,10,37,3,28
5,80,0,25,6,2,1,0
5,80,1,32,1,1,1,0
4,119,0,240,3,1,1,0
4,121,1,20,40,4,1,0
9,132,0,118,4,24,1,337
5,102,1,16,4,3,1,159
10,117,0,300,3,2,1,0
5,80,1,48,2,13,1,347
9,62,0,35,1,34,1,260
1,118,1,28,1,2,2,0
1,32,0,60,3,25,1,0
6,13,0,80,50,4,2,364
1,118,0,75,7,28,1,0
5,101,1,48,6,1,1,0
5,101,1,15,1,8,1,0
0,57,1,30,1,6,1,0
10,110,1,40,1,2,1,0
5,105,0,60,5,1,1,0
4,2,1,25,1,1,2,0
6,122,0,129,2,30,2,330
5,101,1,260,3,2,1,0
1,52,1,48,1,3,1,0
10,111,1,17,1,1,1,0
4,18,0,60,1,208,1,23
5,102,1,29,4,10,1,0
1,134,0,85,10,10,1,246
5,102,1,22,5,3,1,0
1,32,0,130,3,88,2,12
1,118,1,30,7,1,1,0
0,27,1,32,1,16,1,0
2,7,0,50,3,1,1,0
9,133,1,20,1,1,1,0
5,101,0,60,4,2,1,0
10,33,0,45,60,10,1,70
4,121,0,35,30,8,1,0
1,32,1,30,2,1,1,0
4,2,1,16,90,9,13,95
4,18,0,250,3,1,1,0
4,2,1,27,4,18,1,18
1,118,0,150,3,22,2,107
5,101,0,45,4,1,1,0
1,30,1,32,2,1,1,0
5,101,0,62,2,12,1,0
5,102,1,25,2,5,1,0
5,102,0,65,3,6,1,256
1,32,1,25,2,7,1,0
6,123,1,16,1,4,1,0
4,2,1,18,62,7,13,80
1,32,0,42,3,1,1,0
4,2,2,21,1,61,43,244
10,110,0,75,12,16,1,233
0,120,0,45,3,24,1,0
5,105,0,55,2,1,1,0
1,32,0,147,2,8,1,250
1,134,1,30,1,1,1,0
1,32,0,55,5,1,1,0
4,85,1,25,2,10,1,4
4,121,1,20,5,2,2,9
1,32,0,90,4,3,1,0
1,32,0,99,3,72,2,248
4,2,0,95,2,30,1,9
1,135,0,90,1,17,1,74
5,105,0,60,3,2,1,0
4,2,2,25,1,23,43,84
5,105,0,65,1,2,3,0
5,101,0,48,1,1,1,2
1,135,0,50,3,55,1,0
4,92,0,89,5,3,1,0
1,30,1,55,1,7,1,0
1,134,0,55,4,7,1,0
1,30,1,48,1,114,30,341
1,52,0,45,15,8,1,0
1,118,0,52,5,2,1,0
1,32,0,32,1,2,1,0
4,2,0,79,1,167,1,324
1,118,0,62,10,15,2,0
5,80,0,79,2,18,2,0
1,118,1,19,2,2,1,0
4,73,0,55,4,82,1,38
1,118,0,70,1,9,1,0
1,118,1,30,3,3,2,358
6,98,0,90,2,55,1,152
5,105,1,35,1,3,1,0
1,134,1,17,9,4,1,0
1,32,0,60,2,11,1,0
5,80,1,49,2,15,2,0
2,104,1,60,3,18,1,258
5,101,0,80,3,7,1,0
4,73,0,109,5,1,1,0
1,118,0,25,3,7,1,0
1,30,1,35,1,89,1,0
6,49,1,37,2,97,1,120
4,121,1,25,2,11,2,0
1,32,1,35,1,79,1,0
1,135,0,58,3,3,1,0
1,118,0,60,7,2,1,0
1,32,1,35,1,1,2,0
0,42,0,36,30,1,9,160
5,101,1,50,2,19,2,251
2,76,1,40,1,1,1,0
0,106,0,53,90,1,2,0
1,134,0,41,1,1,1,0
5,101,0,35,10,4,2,0
1,53,1,10,1,1,1,0
4,74,1,25,6,7,1,0
1,30,1,50,1,1,1,0
6,98,0,48,1,2,1,0
11,36,0,67,3,32,6,0
4,18,0,150,90,1,3,365
6,122,0,39,1,2,1,0
6,97,0,68,5,1,1,0
1,30,0,70,2,1,1,0
6,94,0,35,1,3,1,0
6,94,0,55,3,3,1,0
4,74,0,70,1,1,1,0
1,52,1,52,7,1,1,0
2,29,1,27,1,100,1,131
4,18,0,60,5,33,1,73
6,98,0,92,3,29,1,0
0,57,1,40,2,10,1,0
2,76,0,44,2,13,1,0
4,121,0,45,4,2,1,0
1,30,0,50,4,1,1,0
10,110,1,70,2,11,1,35
4,73,1,20,1,10,1,0
6,94,0,55,5,1,1,0
11,81,0,50,1,3,1,0
2,76,1,20,1,20,1,0
4,2,0,56,2,64,3,184
1,115,0,60,1,305,6,296
4,17,0,80,5,2,2,0
5,101,0,60,1,1,1,0
4,2,1,35,1,20,1,0
6,90,0,30,4,2,1,0
1,115,1,30,3,3,1,0
9,107,1,70,3,1,1,0
5,102,0,40,6,17,1,0
6,96,1,24,10,3,2,0
6,95,1,65,2,4,1,0
9,26,0,40,1,1,1,0
5,101,0,80,3,13,1,0
1,134,1,32,14,5,1,0
1,32,0,210,2,1,1,0
5,105,1,30,1,12,1,310
10,111,1,25,2,2,1,0
1,118,0,50,2,3,1,11
1,118,0,46,6,3,1,21
4,2,0,125,1,226,2,346
4,121,1,21,3,5,1,0
1,135,1,32,1,2,1,0
4,2,0,120,2,175,1,191
1,52,0,40,30,8,1,0
4,2,1,30,1,18,1,0
1,134,0,77,4,10,1,0
1,118,1,39,1,198,3,82
1,115,1,25,7,1,2,0
0,79,1,40,4,2,1,29
6,90,1,40,2,1,2,0
6,49,0,179,2,199,9,281
1,53,0,37,1,1,1,0
5,102,1,30,3,6,3,0
4,85,0,100,2,6,1,87
5,80,0,40,1,1,2,0
4,17,1,45,2,1,1,0
1,32,0,95,4,24,1,8
2,7,0,60,5,1,1,0
7,64,1,22,1,222,2,73
1,118,1,35,1,14,1,0
10,33,0,45,7,1,1,0
1,32,0,50,3,67,2,13
6,95,0,110,6,5,1,0
5,80,1,20,1,1,1,0
0,10,1,25,1,3,1,0
4,100,1,49,3,59,1,0
5,80,1,45,2,4,2,361
0,120,0,80,1,3,1,0
1,118,1,49,1,2,1,0
6,123,0,25,2,7,1,0
1,118,1,26,1,1,1,0
10,111,0,65,6,6,1,0
5,102,1,20,2,1,2,0
1,32,0,75,1,81,6,119
1,32,0,75,1,34,6,236
6,49,0,88,60,19,3,358
6,90,1,25,1,1,1,0
1,134,0,35,2,4,1,0
0,42,0,65,2,117,1,152
6,98,1,90,4,7,1,168
5,102,0,29,1,1,2,0
11,4,0,60,3,74,2,278
4,2,0,53,1,1,1,0
0,51,0,60,1,10,1,0
1,115,0,60,1,304,6,310
10,111,0,47,7,1,1,0
2,76,1,30,5,2,1,0
1,53,0,104,3,179,1,58
10,110,1,80,2,1,1,0
6,95,1,15,3,4,1,0
6,96,1,48,1,10,1,363
6,96,1,21,3,6,1,0
5,102,0,50,3,3,1,0
1,115,0,60,1,293,6,304
5,101,1,28,2,10,2,11
5,80,0,60,1,1,1,0
5,101,1,55,3,28,1,0
4,119,0,89,2,1,2,35
1,30,1,34,7,1,1,252
5,102,1,29,1,4,1,0
1,30,1,50,5,1,1,310
4,17,1,50,4,33,1,0
1,135,1,39,4,21,1,0
11,8,1,30,1,51,2,0
0,42,1,50,2,172,1,90
5,102,0,40,1,1,1,0
6,97,1,30,2,7,1,0
4,85,1,55,2,17,1,276
5,105,1,70,2,32,1,298
5,102,1,20,1,1,1,0
4,18,0,220,3,101,3,298
2,76,0,89,1,128,30,327
1,30,1,48,1,99,30,351
1,32,0,60,2,45,1,71
1,30,1,30,1,1,1,0
6,94,0,60,1,2,1,0
5,16,1,20,10,3,1,0
5,101,1,40,4,3,1,337
4,100,0,129,2,130,1,93
0,89,0,35,14,1,1,0
1,135,0,42,2,1,1,0
5,80,0,95,3,1,1,0
4,121,0,60,4,4,1,0
1,30,0,45,5,6,1,0
5,101,1,28,3,1,1,0
0,89,1,35,2,1,1,0
4,121,1,25,1,1,1,0
11,93,1,70,4,1,2,334
10,33,0,36,50,9,1,0
1,135,0,20,6,2,1,0
1,118,0,50,3,5,1,252
4,74,0,37,13,1,1,0
1,118,1,37,2,11,1,0
1,30,0,35,28,47,1,311
1,118,0,100,2,2,1,0
1,32,1,23,1,3,2,0
5,102,1,45,1,1,1,0
1,32,1,23,1,1,2,0
1,134,0,115,2,1,1,0
6,98,1,30,3,1,1,0
4,17,0,84,2,86,1,40
2,6,1,35,2,7,2,35
1,32,0,40,3,2,1,0
4,119,0,107,3,134,1,32
4,2,1,21,9,17,1,11
3,66,0,65,2,50,1,302
1,32,0,35,1,2,1,0
2,76,1,18,2,67,1,198
11,99,0,100,25,7,1,251
6,98,1,17,6,1,1,0
1,32,1,25,5,11,1,310
5,105,0,40,2,7,1,0
1,32,0,50,3,6,1,35
1,30,0,160,60,19,17,364
1,52,1,50,1,1,2,0
4,100,1,59,2,85,1,68
5,102,0,119,4,3,1,0
11,60,1,50,3,47,1,317
10,111,1,38,2,126,2,17
6,95,1,35,2,28,1,1
9,1,1,29,1,77,1,341
1,118,0,89,7,10,1,209
3,66,0,55,1,4,1,286
4,18,0,120,3,41,1,342
9,107,0,29,150,2,2,326
6,97,1,50,2,108,1,297
4,73,1,45,3,28,1,35
1,135,0,45,7,1,1,0
5,101,0,56,3,13,1,6
4,2,1,90,1,1,1,0
5,101,1,25,1,85,1,0
6,49,1,19,3,1,2,0
6,49,1,20,3,2,2,0
10,110,0,70,1,1,1,0
6,122,0,103,3,2,1,60
4,2,1,191,1,51,7,326
5,101,0,450,3,55,2,340
1,134,1,32,2,34,1,0
6,122,0,55,5,6,2,0
4,17,0,62,1,9,1,0
6,94,0,35,24,1,1,298
10,110,1,25,7,2,1,0
11,4,1,40,5,2,1,0
0,44,1,43,5,4,3,148
1,118,0,51,2,2,1,358
1,32,0,46,1,58,1,142
11,93,0,56,2,60,2,0
4,2,0,120,3,8,1,155
1,53,1,29,10,6,2,159
4,85,0,30,15,8,1,0
